,companyName,country,prefix,streetAddress1,streetAddress2
21780,KATHREIN TechnoTrend GmbH,DE,00D05C,Ing.- Anton-Kathrein Str. 2,    
21781,"SYSMATE CO., LTD.",KR,00D040,1091 WOLPYONG-DONG,  SOUTH  KOREA
21782,PHOTRON USA,US,00D08A,1101 S. WINCHESTER BLVD.,SAN JOSE  CA  95128
21783,Bank of America,US,00D076,1100 Merrill Drive,Pennington  NJ  08534
21784,AMAQUEST COMPUTER CORP.,TW,00D07A,"8/F, 79 HSIN-TAI",  TAIWAN  R.O.C.
21785,"Cisco Systems, Inc",US,00D0BB,80 West Tasman Drive,San Jose  CA  94568
21786,"VST TECHNOLOGIES, INC.",US,00D001,125 NAGOG PARK,ACTON  MA  01720
21787,"Epigram, Inc.",US,00904C,870 West Maude Ave.,Sunnyvale  CA  94086
21788,DIAMOND MULTIMEDIA,US,009000,312 SE STONEMILL DRIVE,VANCOUVER  WA  98684
21789,BAE Systems Australia (Electronic Systems) Pty Ltd,AU,009025,2 Second Ave,Mawson Lakes  South Australia  5095
21790,MEDIATRIX TELECOM,CA,0090F8,4229 GARLOCK,QUEBEC J1L 2C8    
21791,ATECH SYSTEM,KR,009084,4F DAEBOONG BLDG. 1451-78, SEOUL  137-070    
21792,"INNOVATIVE SEMICONDUCTORS, INC",US,009054,2570 W. EL CAMINO REAL,MOUNTAIN VIEW  CA  94040
21793,"NOT LIMITED, INC.",US,009080,"500 ALLERTON STREET, STE #102",REDWOOD CITY  CA  94063
21794,"K.J. LAW ENGINEERS, INC.",US,0090C0,42300 W. NINE MILE ROAD,NOVI  MI  48375
21795,"TELEMANN CO., LTD.",KR,0090BC,6F DONGSIN BLDG.,"SEOUL, 135-270    "
21796,"PROTON ELECTRONIC INDUSTRIAL CO., LTD.",TW,00900A,"PANCHIAO, Taipei County    ",
21797,DELEM BV,NL,00904E,LUCHTHAVEN WEG 42,5657 EB EINDHOVEN    
21798,CONCUR SYSTEM TECHNOLOGIES,US,00904A,2525 WALLINGWOOD DR.-STE. #804,AUSTIN  TX  78746
21799,CRYPTO AG,CH,009029,P.O. BOX,CH-6301 Zug    
21800,PACIFIC RESEARCH & ENGINEERING CORPORATION,US,009061,2070 LAS PALMAS DRIVE,CARLSBAD  CA  92009
21801,WESTERN DIGITAL,US,0090A9,1599 NORTH BROADWAY,ROCHESTER  MN  55906
21802,SIMRAD AS,NO,009072,P.O. BOX 111,  3191 HORTEN  
21803,INFOLIBRIA,US,005048,411 WAVERLY OAKS RD-STE #323,WALTHAM  MA  02154-8414
21804,"XEL COMMUNICATIONS, INC.",US,0050EA,17101 E. OHIO DRIVE,AURORA  CO  80017
21805,LG INTERNATIONAL CORP.,KR,0050CE,LG TWIN TOWERS,"SEOUL,  150-606    "
21806,"SPRING TIDE NETWORKS, INC.",US,005019,85 SWANSON ROAD,BOXBOROUGH  MA  01719
21807,MAPLE COMPUTER CORPORATION,TJ,0050AC,"2F, NO. 184, SEC. 2",Taipei    
21808,ASACA CORPORATION,US,005044,"420 CORPORATE CIRCLE, Unit H",GOLDEN  CO  80401
21809,"LOOP TELECOMMUNICATION INTERNATIONAL, INC.",TW,0050C6,"2F, NO. 22, PROSPERITY RD. 2",HSINCHU    
21810,Arbor Networks Inc,US,005049,6 Omni Way,Chelmsford  MA  01824
21811,HORIZON COMPUTER,JP,00509F,TRINITY BLDG. 4-22-7, TOKYO 106    
21812,"Addonics Technologies, Inc.",US,0050C8,"1918 Junction Ave.,",San Jose  CA  95131
21813,TAS TELEFONBAU A. SCHWABE GMBH & CO. KG,DE,0050DC,D-41238 MONCHENGLADBACH    ,
21814,PixStream Incorporated,CA,005069,180 COLUMBIA ST. W.,Ontario N2L 3L3    
21815,PEC (NZ) LTD.,NZ,00901D,2 STATION ROAD,MARTON    
21816,"DATA ELECTRONICS (AUST.) PTY, LTD.",AU,00902D,7 SEISMIC COURT,VICTORIA 3178    
21817,DOMEX TECHNOLOGY CORP.,TW,009007,"NO. 2, TECHNOLOGY RD. 1", HSINCHU    
21818,ZEAL CORPORATION,JP,009048,"301, HIRAIKE","NAGAKUTE-CHO, AICHI-PREF. 480-1155    "
21819,ALi Corporation,TW,0090E6,"6F, 246 NeiHu Road, Sec. 1",Taipei    114
21820,"DEXDYNE, LTD.",GB,009046,15 MARKET PL.,GLOCESTERSHIRE GL7 2PB    
21821,RAULAND-BORG CORPORATION,US,00905E,3450 W. OAKTON ST.,SKOKIE  IL  60076
21822,"WalkAbout Computers, Inc.",US,009067,2655 N. OCEAN DRIVE--STE. #510,SINGER ISLAND  FL  33404
21823,"DYNARC, INC.",US,0090DA,1887 LANDINGS DRIVE,MOUNTAIN VIEW  CA  94043
21824,"ADVANCED SWITCHING COMMUNICATIONS, INC.",US,009026,8330 BOONE BOULEVARD--5TH FL.,VIENNA  VA  22182
21825,TAINET COMMUNICATION SYSTEM Corp.,TW,0090BB,"3 FL, NO. 6, ALLEY 23, LANE 91 SEC. 1",Taipei    
21826,INNOVAPHONE AG,DE,009033,Boeblinger Str. 76,SINDELFINGEN    D71065
21827,"SIMULATION LABORATORIES, INC.",US,009010,10078 TYLER PLACE #A,IJAMSVILLE  MD  21754
21828,"BIOPAC SYSTEMS, INC.",US,00903D,42 AERO CAMINO,SANTA BARBARA  CA  93117
21829,"AANetcom, Inc.",US,009057,4949 LIBERTY LANE - STE. #200,ALLENTOWN  PA  18106-9015
21830,mps Software Gmbh,DE,00901C,LUDWIGSTR 36,85551 KIRCHHEIM    
21831,"TELESTREAM, INC.",US,009056,"848 GOLD FLAT RD., SUITE 1",NEVADA CITY  CA  95959
21832,Lake Communications,IE,00907D,"1 Westbrook, Milton Road",    
21833,NEXT LEVEL COMMUNICATIONS,US,0090DB,6085 STATE FARM DRIVE,ROHNERT PARK  CA  94928
21834,"SCI MANUFACTURING SINGAPORE PTE, LTD.",SG,005042,3 DEPOT CLOSE,  SINGAPORE 109840  
21835,"GATAN, INC.",US,0050C0,5933 CORONADO LANE,PLEASANTON  CA  94588
21836,DIGITAL AUDIO PROCESSING PTY. LTD.,AU,0050D3,PO BOX 40,NSW 2138    
21837,TAG ELECTRONIC SYSTEMS,GB,00509A,GENESIS BUSINESS PARK,"WOKING, SURREY GU21 5RW    "
21838,IFP,DE,00507D,LESSINGSTR. 4,D-78315 RADOLFZELL    
21839,MINERVA SYSTEMS,US,0050D0,1585 CHARLESTON ROAD,MOUNTAIN VIEW  CA  84943
21840,"GLOBALOOP, LTD.",IL,005098,12 HASHARON ROAD,KFAR SABA 44269    
21841,"OXTEL, LTD.",GB,0050FA,THE MARKET PLACE,0X11 7LE England    
21842,"TELKOM SA, LTD.",ZA,005086,TELKOM LABORATORY,PRETORIA    
21843,NS TECH ELECTRONICS SDN BHD,SG,0050E1,"No. 37, Lorong 23, Geylang",Singapore 388371    
21844,Chaparral Network Storage,US,005013,7420 E. Dry Creek Parkway,Longmont  CO  80503
21845,"ZONET TECHNOLOGY, INC.",TW,005022,"830 ROOM, BLDG. 53, 195, SEC.4",HSINCHA    
21846,"Panasonic Electric Works Co., Ltd.",JP,005040,"Tsu-Factory, 1668, Fujikata",Tsu-shi  Mie-ken  514-8555
21847,ATLAS COPCO TOOLS AB,SE,0050D6,S-105 23 STOCKHOLM    ,
21848,FORESSON CORPORATION,TW,005082,"3F, NO.9 SEC.1",TAIPEI 10404    
21849,NET TO NET TECHNOLOGIES,US,0050CA,680 CENTRAL AVENUE - STE. #301,DOVER  NH  03820
21850,OPTRONICS,US,0050A6,175 CREMONA DRIVE,GOLETA  CA  93117
21851,CONTEMPORARY CONTROL,US,0050DB,"SYSTEMS, INC.",DOWNERS GROVE  IL  60515
21852,SPX-ATEG,US,00506B,802 S. MAIN STREET,WAYLAND  MI  49348
21853,ADVANCED HI-TECH CORP.,US,005074,1990 EAST GRAND AVE.,EL SEGUNDO  CA  90505
21854,"AEROCOMM, INC.",US,005067,13256 W. 98TH STREET,LENEXA  KS  66215
21855,"NAVIC SYSTEMS, INC.",US,005024,74 CRESCENT STREET,  NEEDHAM  MA
21856,Coretronic Corporation,TW,005041,"NO.11, LI HSIN RD.",    
21857,CMC Electronics Inc,CA,0050D2,600 Dr.Frederik-Philips Blvd,Montreal    QC H4M 2S9
21858,"CARDKEY SYSTEMS, INC.",US,0090DE,1757 TAPO CANYON ROAD,SIMI VALLEY  CA  93063
21859,SYSTEM CREATE CORP.,JP,009060,3-13-6 YOSHIKAWA BLD.,TOKYO    
21860,DOT HILL SYSTEMS CORPORATION,US,0090F1,6305 El Camino Real,Carlsbad  CA  92009
21861,DISTRIBUTED PROCESSING TECHNOLOGY,US,0090E2,140 CANDACE DRIVE,ORLANDO  FL  32751
21862,"APPLIED RESOURCES, INC.",US,00906B,9821 WIDMER ROAD,LENEXA  KS  66215-1239
21863,PHILIPS ANALYTICAL X-RAY B.V.,NL,009020,LELYWEG 1,7602 EA ALMELO    
21864,FINISAR CORPORATION,US,009065,1389 Moffett Park Dr,Sunnyvale  CA  94089
21865,COMPUTER TECHNOLOGY CORP.,US,001053,50 W. TECHNECENTER DRIVE,MILFORD  OH  45150
21866,"OMNITRONIX, INC.",US,0010A3,760 HARRISON STREET,SEATTLE  WA  98109
21867,"UMAX DATA SYSTEMS, INC.",TW,00102B,"NO. 1-1, R&D ROAD 2",HSINCHU    
21868,"FUJITSU MICROELECTRONICS, INC.",US,001055,3545 NORTH FIRST STREET,SAN JOSE  CA  95134-1806
21869,"IC ENSEMBLE, INC.",US,00103C,3255-2 SCOTT BLVD.--STE.#105,SANTA CLARA  CA  95054
21870,"IBM JAPAN, FUJISAWA MT+D",JP,0010D9,"KIRIHARA-CHO 1, FUJISAWA CITY",KANAGAWA 252    
21871,OXFORD INSTRUMENTS,GB,0010A5,Halifax Road,Buckinghamshire    HP12 3SE
21872,ALCORN MCBRIDE INC.,US,001046,3300 S. HIAWASSEE  #105,ORLANDO  FL  32835
21873,NEXWARE CORP.,US,00E0DC,"825 STEWART DR.,  STE #4",SUNNYVALE  CA  94086
21874,"TAZMO CO., LTD.",JP,00E0D9,"6186 KINOKO, IBARA-SHI",OKAYAMA 715    
21875,NECSY S.p.A.,IT,00E0C2,VIA LISBONA 28,35020 PADOVA    
21876,"ENGAGE NETWORKS, INC.",US,00E09B,"316 N. MILWAUKEE ST., STE.#214",MILWAUKEE  WI  53202
21877,"TOUCHWAVE, INC.",DK,00E045,Maglebjergvej 5B,DK-2800 Lyngby    
21878,INGENIERIA ELECTRONICA COMERCIAL INELCOM S.A.,ES,00E055,CL. PIQUER NO.3,28033 MADRID    
21879,CENTURY CORPORATION,JP,00E037,"2-28-5, Taito","TAITO-KU,  TOKYO  101"
21880,TYAN COMPUTER CORP.,US,00E081,3288 LAUREVIEW CT,Fremont  CA  95035
21881,EXCELLENT COMPUTER,IN,00E0D4,"551, M.K.N. ROAD","ALANDUR, CHENNAI 600016    "
21882,"COMTEC SYSTEMS. CO., LTD.",KR,00E01A,404-9 CHOUNGCHEN-DONG,"BUPYOUNG-KU, INCHON    "
21883,"SYMON COMMUNICATIONS, INC.",US,00E0BC,10701 CORPORATE DR.-STE. #290,STAFFORD  TX  77477
21884,COMPULITE R&D,IL,00E084,3 HAROSHET STR. NEW IND. ZONE,RAMAT-HASHARON 47279    
21885,DECISION EUROPE,FR,00E0F6,"3, rue de Lattre de Tassigny",85170 SAINT DENIS LA CHEVASSE    
21886,"DUX, INC.",JP,00E027,"5-18-19, NISHIKAMATA, OTA-KU","TOKYO-TO, 144    "
21887,LOGISTISTEM s.r.l.,IT,00E07F,VIA PANCIATICHI 94/18,50127 FIRENZE    
21888,VitalCom,US,00E043,15222 DEL AMO AVE.,TUSTIN  CA  92780
21889,TORRENT NETWORKING TECHNOLOGIES CORP.,US,00E0BF,8181 PROFESSIONAL PLACE,LANDOVER  MD  20785
21890,SARNOFF CORPORATION,US,00E09D,CN 5300,PRINCETON  NJ  08543-5300
21891,NBX CORPORATION,US,00E0BB,100 BRICKSTONE SQUARE,ANDOVER  MA  01810
21892,"GEC AVERY, LTD.",GB,00E08A,FOUNDRY LANE,"WEST MIDLANDS, B66 2LP  England  "
21893,JUMP INDUSTRIELLE COMPUTERTECHNIK GmbH,DE,00E04B,D94469 DEGGENDORF    ,
21894,OOmon Inc.,US,001015,PO BOX 8241,COBURG  OR  97408
21895,AMERICAN NETWORKS INC.,US,001088,6800 ORANGETHORPE AVE. #A,BUENA PARK  CA  90620
21896,VIENNA SYSTEMS CORPORATION,CA,001008,6651 FRASERWOOD PLACE,"RICHMOND, B.C. V6W 1J3    "
21897,CLP COMPUTER LOGISTIK PLANUNG GmbH,DE,0010CC,BASSERMANNSTR. 21, D-81245 MUENCHEN    
21898,"Performance Analysis Broadband, Spirent plc",US,001094,27349 Agoura Road,Calabasas Hills  CA  91301
21899,DATA & INFORMATION TECHNOLOGY,GB,0010BB,TECHNOLOGY HOUSE,"BOTTESFORD, NOTTINGHAM NG13 OEL    "
21900,"COMPUTER TECHNICA, INC.",JP,001028,3-5-19 HIGASHINAKA HAKATA-KU,FUKUOKA  816    
21901,"TeraLogic, Inc.",US,00108A,707 CALIFORNIA STREET,MOUNTAIN VIEW  CA  94041
21902,"PROTOCOL TECHNOLOGIES, INC.",US,0010C5,4 FIRST STREET,BRIDGEWATER  MA  02324
21903,Axxcelera Broadband Wireless,US,00106D,1600 East Parham Road,Richmond  VA  23228
21904,"BROADBAND NETWORKS, INC.",CA,0010FC,37 STEVENSON ROAD,"WINNIPEG, MANITOBA R3H 0H9    "
21905,"NUERA COMMUNICATIONS, INC.",US,001078,10445 PACIFIC CENTER COURT,SAN DIEGO  CA  92121
21906,"HTRC AUTOMATION, INC.",CA,001048,285 LAVAL STREET,QUEBEC J0B 1H0    
21907,"DPS, INC.",US,001081,4922 EAST YALE AVENUE,FRESNO  CA  93727
21908,HITACHI SOFTWARE ENGINEERING,JP,00102D,"5-79, ONOECHO, NAKA-KU",YOKOHAMA 231    
21909,"PAVO, INC.",US,00109F,95 YESLER WAY,SEATTLE  WA  98104
21910,"KENDIN SEMICONDUCTOR, INC.",US,0010A1,"1550 S. BASCOM AVE., STE. #250",CAMPBELL  CA  95008
21911,K-BOT COMMUNICATIONS,US,001084,P.O. BOX 410,NORTON  MA  02766
21912,"TAC SYSTEMS, INC.",US,0010AF,1035 PUTMAN DRIVE--STE.,HUNTSVILLE  AL  35816-2271
21913,INDUSTRIAL CPU SYSTEMS,US,00100F,111-D W. DYER ROAD,SANTA ANA  CA  92707
21914,TNS,US,0010A2,"800 Third Street, Suite B100",HERNDON  VA  20170
21915,"CABLE TELEVISION LABORATORIES, INC.",US,001000,858 Coal Creek Circle,Louisville  CO  80027
21916,HIPPI NETWORKING FORUM,US,00103B,PO BOX 10173,ALBUQUERQUE  NM  87184-0173
21917,MPL AG,CH,0060C2,Taefernstrasse 20,CH-5405  Daettwil  
21918,NIHON UNISYS LIMITED CO.,JP,0060A2,P.O. BOX 135,SHINONOME 1-10-9    
21919,"VMETRO, INC.",US,006046,1880 DAIRY ASHFORD- STE #535,HOUSTON  TX  77077
21920,PMI FOOD EQUIPMENT GROUP,US,00609D,701 RIDGE AVENUE,TROY  OH  45374
21921,"MACRAIGOR SYSTEMS, INC.",US,0060BF,PO BOX 1008,BROOKLINE VILLAGE  MA  02147
21922,SAIC IDEAS GROUP,US,00604A,7120 COLUMBIA GATEWAY DRIVE,COLUMBIA  MD  21046
21923,TV/COM INTERNATIONAL,US,006081,16516 VIA ESPRILLO,SAN DIEGO  CA  92127
21924,GLENAYRE R&D INC.,CA,0060B4,1570 KOOTENAY STREET,"VANCOUVER, BC V5K 5B8    "
21925,PATHLIGHT TECHNOLOGIES,US,006045,767 WARREN ROAD,ITHACA  NY  14850
21926,"DANIEL INSTRUMENTS, LTD.",CH,00A005,TROLLSTRASSE 33,CH-8400 WINTERTHUR    
21927,"COMPACT DEVICES, INC.",US,00A053,16795 LARK AVENUE,LOS GATOS  CA  95030
21928,imc MeBsysteme GmbH,DE,00A033,VOLTASTRASSE 5,D-13355 BERLIN    
21929,HAMILTON HALLMARK,US,00A059,2105 LUNDY AVENUE,SAN JOSE  CA  95131
21930,MARCONI SPA,IT,00A0AD,"VIA NEGRONE, 1A",16153 GENOVA CORNIGLIANO    
21931,AutoGas Systems Inc.,US,00A0F6,P.O. BOX 6957,ABIOLENE  TX  79608
21932,"MITSUMI ELECTRIC CO., LTD.",JP,00A096,"2-11-2, Tsurumaki",Tama-shi  Tokyo  206-8567
21933,IMAGE DATA PROCESSING SYSTEM GROUP,JP,00A006,SHINTOYOFUTA 2-1,"KASHIWA-CITY, CHIBA 277    "
21934,"Performance Analysis Broadband, Spirent plc",US,0060F3,27349 Agoura Road,Calabasas Hills  CA  91301
21935,LOGWARE GmbH,DE,00600B,SCHWEDENSTR. 9,D-13359 BERLIN    
21936,PATAPSCO DESIGNS,US,00603F,5350 PARTNERS COURT,FREDERICK  MD  21703
21937,"WaveAccess, Ltd.",IL,00607C,P.O. BOX 2473,RA'ANANA 43663    
21938,UNIPULSE CORP.,JO,00608D,"2-7, SENGENDAI-NISHI",SAITAMA 343    
21939,VINA TECHNOLOGIES,US,006049,6 UNION SQUARE - STE F,UNION CITY  CA  94587
21940,"VPNet, Inc.",US,0060A1,"555 N. MATHILDA AVE.,-STE #110",SUNNYVALE  CA  94086
21941,"ControlNet, Inc.",US,0060C9,"747 CAMDEN, STE. A",CAMPBELL  CA  95008
21942,NIPPON UNISOFT CORPORATION,JP,00605F,"BR NINGYOCHO 1,2-13-9",TOKYO 103    
21943,DSC CORPORATION,JP,006021,"RECRUIT-SHINOHTSUKA BLDG.,",TOKYO 170    
21944,LUCENT TECHNOLOGIES,US,00601D,101 CRAWFORDS CORNER RD.,HOLMDEL  NJ  07733
21945,"MULTITECH SYSTEMS, INC.",US,000800,2205 WOODALE DRIVE,MOUNDS VIEW  MN  55112
21946,AMATI COMMUNICATIONS CORP.,US,0060C7,2043 SAMARITAN DRIVE,SAN JOSE  CA  95124
21947,BEST DATA PRODUCTS,US,00E0CA,21800 NORDHOFF STREET,CHATSWORTH  CA  91311
21948,CARRIER ACCESS CORPORATION,US,00E097,5395 PEARL PARKWAY,BOULDER  CO  80301
21949,PIXEL VISION,US,00E09F,43 NAGOG PARK,ACTON  MA  01720
21950,TELES AG,DE,00E0F5,DOVESTR. 2-4,10587 BERLIN    
21951,DH TECHNOLOGY,US,00E070,3003 ROLLIE GATES DRIVE,PASO ROBLES  CA  93446
21952,ARDENT COMMUNICATIONS CORP.,US,00E0B5,"3801 ZANKER ROAD,  Suite A",SAN JOSE  CA  95134
21953,"NATIONAL AMUSEMENT NETWORK, INC.",US,00E073,401 N. MICHIGAN AVENUE,CHICAGO  IL  60611
21954,GRETACODER Data Systems AG,CH,00E0E8,ALTHARDSTRASSE  150,CH-8105 REGENSDORF    
21955,RAPID CITY COMMUNICATIONS,US,00E016,555 CLYDE AVE.,MOUNTAIN VIEW  CA  94043
21956,STRAND LIGHTING LIMITED,GB,00E001,GRANT WAY,MIDDLESEX  England TW7 5QD  
21957,ANERMA,BE,00E082,SCHAAPSDRIES 25,2260 WESTERLO    
21958,"INNOVAT COMMUNICATIONS, INC.",US,00E0EA,1257 N. PLANO ROAD,RICHARDSON  TX  75081
21959,KAPSCH AG,AT,00E06A,WAGENSEILGASSE 1,1120-VIENNA    
21960,TELRAD,IL,00E023,P.O. BOX 50,LOD 71100    
21961,SAKAI SYSTEM DEVELOPMENT CORP.,JP,00E0C3,"PORTUS CENTER BLD., 4-45-1","OSAKA-FU, 590    "
21962,KEITHLEY INSTRUMENTS,US,00601A,30500 BAINBRIDGE RD.,SOLON  OH  44139
21963,"PACIFIC MICRO DATA, INC.",US,0060AF,16751 MILLIKAN AVENUE,IRVINE  CA  92714
21964,STALLION TECHNOLOGIES,AU,00601F,33 WOODSTOCK ROAD,TOOWONG Q-L-D- 4066    
21965,"TEKRAM TECHNOLOGY CO., LTD.",TW,00608F,"B1, NO. 17, LANE 159, SEC. 6",TAIPEI    
21966,ANCOT CORP.,US,0060C5,115 CONSTITUTION DR.,MENLO PARK  CA  94025
21967,PERICOM SEMICONDUCTOR CORP.,US,006023,2380 BERING DRIVE,SAN JOSE  CA  95131
21968,PSION DACOM PLC.,GB,006063,PSION DACOM HOUSE,CROWNHILL  MILTON KEYNES  MK8 0EF  
21969,Tattile SRL ,JP,00604F,552-51 AJIGAURA,"IBARAKI, 311-12    "
21970,"HITACHI COMPUTER PRODUCTS (AMERICA), INC.",US,0060E8,3101 TASMAN DRIVE,SANTA CLARA  CA  95054
21971,"VXL INSTRUMENTS, LIMITED",IN,006072,"PLOT NO. 17, KONAPPANA AGRAHARA",BANGALORE -  561 229    
21972,CONTROLWARE GMBH,DE,006054,WALDSTRASSE 92,63128 DIETZENBACH    
21973,"O.N. ELECTRONIC CO., LTD.",JP,00A0DC,"3-20-27, TARUMI","SUITA, OSAKA 564    "
21974,TELTREND LTD.,GB,00A013,"RINGWAY HOUSE, BELL ROAD",BASINGSTOKE HAMPSHIRE RG24 8F    
21975,"STS TECHNOLOGIES, INC.",US,00A0DF,13765 ST. CHARLES ROCK RD.,BRIDGETON  MO  63044
21976,PURITAN BENNETT,US,00A061,2200 FARADAY AVENUE,CARLSBAD  CA  92008
21977,Ecessa,US,00A0CE,2800 Campus Drive ,Plymouth  MN  55441
21978,TRANCELL SYSTEMS,US,00A02A,3180 DE LA CRUZ BLVD.-STE#200,SANTA CLARA  CA  95054-2402
21979,interWAVE Communications,US,00A02C,656 BAIR ISLAND BLVD.-STE.#108,REDWOOD CITY  CA  94063-2704
21980,"FUJITSU NEXION, INC.",US,00A077,289 GREAT ROAD,ACTON  MA  01720-4739
21981,CITICORP/TTI,US,00A020,3100 OCEAN PARK BLVD.,SANTA MONICA  CA  90405
21982,THE PANDA PROJECT,US,00A00D,5201 CONGRESS AVE. - C-100,BOCA RATON  FL  33487
21983,"HAZELTINE CORPORATION, MS 1-17",US,00A031,450 E. PULASKI ROAD,GREENLAWN  NY  11740
21984,INFICON,US,00A041,2 Technology Place,E. Syracuse  NY  13057
21985,"EDUCATIONAL TECHNOLOGY RESOURCES, INC.",US,0060FA,1742 CHURCH STREET,HOLBROOK  NY  11741
21986,GLOBAL VILLAGE COMMUNICATION,US,000288,1144 EAST ARQUES AVE.,SUNNYVALE  CA  94086
21987,DIAMOND LANE COMMUNICATIONS,US,0060F9,1310 REDWOOD WAY - STE.,PETALUMA  CA  94954
21988,StreamLogic,US,0060EA,21329 NORDHOFF STREET,CHATSWORTH  CA  91311
21989,HERMARY OPTO ELECTRONICS INC.,CA,0060EC,201-4050 GRAVELEY ST,"BURNABY, BC V5C-3T6    "
21990,"CYCLE COMPUTER CORPORATION, INC.",US,00604E,20245 STEVENS CREEK BLVD.,CUPERTINO  CA  95014
21991,"LINX Data Terminals, Inc.",US,00602C,625 DIGITAL DRIVE-STE #100,PLANO  TX  75075
21992,MACROVISION CORPORATION,US,006028,2830 De La Cruz Boulevard,Santa Clara  CA  95050
21993,MITSUBISHI WIRELESS COMMUNICATIONS. INC.,US,00606A,2001 CHERRY DRIVE,BRASELTON  GA  30517
21994,FREEGATE CORP.,US,00E021,710 LAKEWAY  STE.#230,SUNNYVALE  CA  94086
21995,DIMAT S.A.,ES,00E0AB,C/BISCAIA 383 3,08023  BARCELONA    
21996,Entrada Networks,US,00E0B6,9020 JUNCTION DRIVE,ANNAPOLIS JUNCTION  MD  20701
21997,CELESTICA INC.,CA,00E0EC,844 DON MILLS ROAD,NORTH YORK  ONTARIO M3C 1V7    
21998,PROXIMA CORPORATION,US,00E038,9440 CARROLL PARK DRIVE,SAN DIEGO  CA  92121-2298
21999,BECKMAN LAB. AUTOMATION DIV.,US,00E090,90 BOROLINE ROAD,ALLENDALE  NJ  07401
22000,SPC ELECTRONICS CORPORATION,JP,00E02E,"2-1-3 SHIBASAKI, CHOFU-SHI","TOKYO, 182    "
22001,INSIDE Technology A/S,DK,00E0F4,VENLIGHEDSVEJ 6,DK-2970 HOERSHOLM    
22002,AdvanSys,US,00E03C,1150 RINGWOOD COURT,SAN JOSE  CA  95131
22003,SHIMADZU CORPORATION,US,00E096,"1, NISHINOKYO-KUWABARACHO","NAKAGYO-KU, KYOTO 604    "
22004,THAT CORPORATION,US,00E0F1,734 FOREST STREET,MARLBOROUGH  MA  01752
22005,"TEN X TECHNOLOGY, INC.",US,00A0D0,"13091 POND SPRINGS ROAD, Suite B-200",AUSTIN  TX  78729
22006,TENNYSON TECHNOLOGIES PTY LTD,AU,00A0E0,14 BUSINESS PARK DRIVE,VICTORIA - 3168    
22007,K-NET LTD.,GB,00A099,SADDLERS HOUSE,"YATELEY, SURREY GU17 7RX    "
22008,OPTO-22,US,00A03D,43044 BUSINESS PARK DR.,TEMECULA  CA  92590
22009,"MultiMedia LANs, Inc.",US,00A08C,5600 EXECUTIVE CENTER DRIVE,CHARLOTTE  NC  28212
22010,NATIONAL SEMICONDUCTOR,US,1000E8,2900 SEMICONDUCTOR DRIVE,SANTA CLARA  CA  95051
22011,SCHLUMBERGER TECHNOLOGIES RETAIL PETROLEUM SYSTEMS,US,006076,825-M GREENBRIER CIRCLE,CHESAPEAKE  VA  23320
22012,TRIO INFORMATION SYSTEMS AB,SE,0060AE,FOGDEVAGEN 4B,  S-183 64 TABY  
22013,ARESCOM,US,00606C,2833 JUNCTION AVE. - STE #206,SAN JOSE  CA  95134
22014,"I-CUBE, INC.",US,006032,2328-C WALSH AVENUE,SANTA CLARA  CA  95014
22015,Data Innovations North America,US,006060,120 Kimball Avenue Suite 100,South Burlington  VT  05403
22016,"Encore Networks, Inc.",US,00A0EB,"3800 Concorde Parkway,","Chantilly,  VA  20151"
22017,ORTIVUS MEDICAL AB,SE,00A0C1,BOX 513,    
22018,"SEEQ TECHNOLOGY, INC.",US,00A07D,47131 BAYSIDE PARKWAY,FREMONT  CA  94538
22019,"SOTAS, INC.",US,00A0CF,"2 RESEARCH PLACE, STE.",ROCKVILLE  MD  20850
22020,KUBOTEK CORPORATION,JP,00A03A,"56 NISHIAKETA-CHO, HIGASHIKUJO",    
22021,KASTEN CHASE APPLIED RESEARCH,CA,00A0D7,5100 ORBITOR DRIVE,    L4W 4Z4
22022,JOHNATHON FREEMAN TECHNOLOGIES,US,00A09D,P.O. BOX 880114,SAN FRANCISCO  CA  94188
22023,APPLIED NETWORK TECHNOLOGY,US,00A036,319 LITTLETON ROAD--STE #101,WESTFORD  MA  01886-4133
22024,ALLIED TELESIS INTERNATIONAL CORPORATION,US,00A0D2,950 KIFER ROAD,SUNNYVALE  CA  94086
22025,"MICRON TECHNOLOGY, INC.",US,00A075,8000 S. Federal Way,Boise  ID  83707-0006
22026,WHITETREE NETWORK,US,00A009,"TECHNOLOGIES, INC.",PALO ALTO  CA  94306
22027,"ACER PERIPHERALS, INC.",TW,00A060,"9F, 135 CHIAN KUO N. RD. SEC 2",    
22028,"KINGMAX TECHNOLOGY, INC.",TW,00A00C,"2FL., NO. 4, LANE 902, SEC.2",    
22029,"ITV TECHNOLOGIES, INC.",US,0020FD,6800 OWENSMOUTH AVE.  #230,CANOGA PARK  CA  91303
22030,CARL ZEISS,DE,00200D,POSTFACH 1380,    
22031,"J125, NATIONAL SECURITY AGENCY",US,002091,9800 SAVAGE ROAD,FT. MEADE  MD  20755-6000
22032,Sycamore Networks,US,002054,220 Mill Rd,Chelmsford  MA  01824
22033,"PAIRGAIN TECHNOLOGIES, INC.",US,0020A7,14402 FRANKLIN AVENUE,TUSTIN  CA  92680-7013
22034,SIMPLE TECHNOLOGY,US,002005,3001 DAIMLER ROAD,SANTA ANA  CA  92705
